EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,DistanceFromHome,Attrition
2338,44,Male,Married,PhD,HR,Developer,28,3,17131.85,1,1,1,No,41.99,No
2339,54,Male,Divorced,Bachelor,HR,Analyst,21,12,16364.05,1,4,2,No,10.33,No
2340,35,Male,Married,Master,Sales,Analyst,33,11,9058.27,1,1,9,Yes,49.97,Yes
2341,63,Female,Single,PhD,IT,Manager,9,6,9925.26,3,1,3,Yes,7.23,Yes
2342,57,Male,Single,Bachelor,IT,Manager,24,8,9391.15,5,5,7,Yes,2.92,Yes
2343,39,Female,Married,High School,Sales,Analyst,13,19,5470.1,5,3,0,Yes,34.61,Yes
2344,61,Male,Divorced,PhD,IT,Technician,30,16,16100.07,3,1,5,No,18.89,No
2345,31,Male,Divorced,Master,HR,Manager,33,18,16920.82,2,4,6,No,33.85,No
2346,60,Female,Divorced,Bachelor,HR,Sales Executive,24,12,12978.28,3,4,8,No,9.87,Yes
2347,33,Male,Divorced,Bachelor,HR,Analyst,20,15,15358.55,1,4,2,No,10.15,No
2348,59,Male,Single,Master,R&D,Developer,1,7,13748.01,2,5,9,Yes,25.61,Yes
2349,44,Female,Single,PhD,Finance,Analyst,23,12,3846.52,4,2,2,Yes,47.32,No
2350,28,Male,Married,PhD,HR,Developer,33,13,11919.28,2,5,9,Yes,19.39,Yes
2351,46,Male,Divorced,High School,Sales,Manager,17,17,8245.09,3,5,3,No,4.57,No
2352,34,Male,Married,Bachelor,R&D,Technician,2,13,5963.49,1,1,0,Yes,37.12,Yes
2353,59,Male,Single,Master,Sales,Developer,31,17,13967.5,2,3,6,No,46.19,Yes
2354,40,Male,Married,High School,IT,Technician,31,11,17998.57,5,4,9,Yes,18.8,Yes
2355,43,Male,Married,Bachelor,Finance,Developer,16,1,19997.35,2,3,2,Yes,23.4,No
2356,62,Female,Divorced,Bachelor,R&D,Technician,37,11,12391.23,4,2,4,Yes,47.62,Yes
2357,32,Male,Single,Bachelor,IT,Developer,37,12,14103.0,2,3,6,No,37.65,Yes
2358,63,Male,Single,Master,IT,Analyst,7,3,13725.91,2,3,4,Yes,33.79,No
2359,24,Female,Married,Master,HR,Analyst,36,7,14510.62,2,2,5,Yes,7.3,No
2360,40,Male,Single,Master,Sales,Manager,1,6,6432.29,1,2,3,No,29.48,Yes
2361,48,Female,Divorced,High School,IT,Analyst,30,3,4869.34,3,4,0,No,43.14,No
2362,28,Male,Married,Bachelor,IT,Sales Executive,18,19,9333.71,1,4,6,Yes,36.6,Yes
2363,58,Male,Single,Bachelor,IT,Manager,39,9,10386.07,2,2,1,Yes,6.69,No
2364,48,Male,Divorced,High School,Finance,Analyst,26,12,15739.45,5,2,6,No,33.89,Yes
2365,55,Female,Single,High School,R&D,Analyst,11,1,13209.05,5,5,0,Yes,40.44,No
2366,32,Female,Divorced,Master,HR,Sales Executive,1,16,11940.95,5,4,8,No,19.7,No
2367,59,Male,Married,Bachelor,R&D,Technician,38,17,10972.78,2,4,9,Yes,37.95,Yes
2368,26,Male,Divorced,PhD,IT,Analyst,5,13,6015.23,2,5,3,No,35.9,No
2369,28,Male,Single,PhD,Finance,Developer,22,12,8710.33,4,5,8,No,17.29,Yes
2370,57,Female,Married,High School,IT,Technician,13,15,3968.88,4,4,2,Yes,37.37,No
2371,26,Female,Single,High School,Sales,Developer,17,8,3184.94,3,5,1,Yes,32.34,Yes
2372,26,Male,Married,High School,R&D,Technician,7,4,2237.7,2,4,4,Yes,16.29,Yes
2373,48,Female,Single,PhD,HR,Developer,38,14,3577.58,2,1,2,Yes,27.27,No
2374,50,Female,Married,PhD,Finance,Analyst,7,3,12708.45,5,4,5,Yes,23.39,Yes
2375,48,Female,Married,Master,R&D,Developer,12,6,19487.43,4,5,3,No,3.48,No
2376,53,Female,Divorced,Master,IT,Analyst,38,6,2516.25,1,2,3,No,34.47,No
2377,46,Male,Married,Bachelor,HR,Sales Executive,23,16,16097.74,4,3,9,No,7.68,No
2378,63,Female,Married,Master,Finance,Developer,8,8,13975.49,3,3,4,Yes,12.87,No
2379,55,Male,Divorced,Bachelor,IT,Manager,15,1,17457.44,1,3,5,Yes,47.95,Yes
2380,36,Male,Married,Master,IT,Manager,30,11,19016.2,5,3,9,Yes,12.31,Yes
2381,62,Female,Single,Master,R&D,Developer,9,12,16633.77,4,2,9,No,20.2,No
2382,55,Female,Divorced,Master,IT,Analyst,21,11,16359.8,2,3,9,No,48.04,No
2383,56,Female,Divorced,PhD,IT,Technician,14,13,3552.66,3,1,5,No,37.76,Yes
2384,41,Female,Married,PhD,Finance,Sales Executive,8,10,8460.74,3,5,6,Yes,34.35,No
2385,45,Female,Divorced,High School,IT,Developer,36,14,13097.83,1,4,6,No,41.22,No
2386,55,Male,Single,Master,Sales,Sales Executive,9,7,2307.16,1,2,3,No,3.91,No
2387,55,Male,Married,PhD,Sales,Analyst,26,14,10542.87,3,3,5,No,44.47,Yes
2388,48,Male,Married,Bachelor,HR,Manager,20,19,2149.53,4,3,3,Yes,13.36,Yes
2389,42,Male,Married,Master,Sales,Analyst,38,19,15349.01,2,3,1,Yes,8.53,Yes
2390,54,Female,Single,PhD,Sales,Analyst,6,1,6782.22,5,5,7,Yes,41.65,Yes
2391,60,Female,Single,High School,R&D,Developer,34,7,15589.15,2,2,0,Yes,14.74,Yes
2392,61,Female,Single,High School,Sales,Sales Executive,23,4,10641.15,4,1,4,No,12.69,No
2393,57,Female,Divorced,Bachelor,IT,Technician,39,5,3943.88,1,4,2,No,39.75,Yes
2394,46,Male,Divorced,Bachelor,R&D,Sales Executive,33,12,18547.25,5,1,5,No,3.73,Yes
2395,28,Male,Married,PhD,Sales,Technician,21,17,14563.37,2,1,7,Yes,4.73,Yes
2396,31,Female,Married,High School,IT,Manager,26,6,15039.15,2,3,0,Yes,40.84,Yes
2397,31,Male,Married,PhD,HR,Sales Executive,5,16,6155.48,5,2,9,No,21.52,Yes
2398,59,Male,Divorced,Master,R&D,Technician,9,1,4260.56,3,3,3,Yes,42.47,Yes
2399,45,Female,Single,Bachelor,IT,Sales Executive,33,12,19180.64,5,4,3,No,39.68,No
2400,31,Female,Single,Bachelor,R&D,Analyst,25,14,8233.26,2,2,5,Yes,28.32,No
2401,47,Male,Married,Master,HR,Manager,17,6,6220.02,5,1,0,Yes,37.73,Yes
2402,51,Female,Single,Master,HR,Sales Executive,19,9,17811.45,2,3,5,No,8.02,Yes
2403,48,Female,Divorced,Master,R&D,Analyst,11,19,10340.13,4,1,9,Yes,10.33,Yes
2404,40,Female,Single,High School,IT,Analyst,8,3,13774.78,3,4,8,No,42.29,No
2405,22,Male,Married,High School,Finance,Manager,6,11,6792.69,5,5,0,Yes,17.72,Yes
2406,54,Female,Married,Master,R&D,Sales Executive,6,12,19444.23,4,4,2,Yes,1.24,Yes
2407,32,Male,Single,Bachelor,Finance,Developer,8,1,10532.38,4,2,4,Yes,47.71,Yes
2408,55,Female,Married,Bachelor,IT,Developer,24,17,9638.37,3,5,9,Yes,35.88,No
2409,59,Female,Married,High School,Sales,Developer,19,18,3163.42,1,1,1,No,42.42,Yes
2410,37,Female,Divorced,High School,R&D,Analyst,27,13,14744.4,5,5,2,Yes,45.72,No
2411,22,Male,Divorced,Bachelor,HR,Sales Executive,20,1,11738.46,3,3,1,No,31.93,Yes
2412,62,Male,Single,PhD,Sales,Technician,24,19,19391.98,3,1,3,No,25.65,No
2413,49,Female,Married,High School,IT,Sales Executive,38,2,4297.33,2,5,7,No,8.39,Yes
2414,36,Female,Single,High School,HR,Manager,5,13,9038.88,3,4,8,No,10.24,No
2415,37,Male,Divorced,Bachelor,R&D,Technician,16,8,6572.73,3,5,7,Yes,23.08,No
2416,53,Female,Divorced,Master,IT,Manager,39,2,14017.38,5,2,9,No,4.27,Yes
2417,60,Male,Divorced,Bachelor,R&D,Sales Executive,33,4,3290.48,3,1,9,Yes,39.55,Yes
2418,22,Female,Single,High School,Sales,Manager,10,8,19867.02,3,5,0,Yes,28.36,No
2419,30,Male,Divorced,Master,R&D,Analyst,5,1,14857.49,1,1,8,Yes,46.38,Yes
2420,50,Female,Married,PhD,HR,Developer,19,11,8862.75,4,4,4,Yes,31.61,No
2421,46,Male,Divorced,Master,R&D,Sales Executive,21,8,8629.89,5,2,1,No,48.64,Yes
2422,32,Female,Single,PhD,Sales,Technician,3,13,10648.96,1,1,8,No,14.66,No
2423,63,Female,Divorced,Bachelor,Sales,Technician,28,16,14561.62,5,2,1,No,18.15,Yes
2424,32,Female,Single,Master,HR,Manager,19,8,12646.69,4,4,0,No,21.74,Yes
2425,27,Female,Married,Master,Finance,Developer,16,18,10712.4,3,1,2,Yes,15.47,Yes
2426,55,Female,Divorced,Bachelor,Finance,Sales Executive,2,3,5517.35,3,4,5,Yes,39.99,No
2427,35,Female,Single,PhD,R&D,Analyst,8,9,5128.24,2,4,2,Yes,27.14,No
2428,29,Male,Married,PhD,Sales,Manager,38,10,18483.97,4,2,5,No,23.3,No
2429,46,Female,Married,PhD,IT,Sales Executive,12,10,11929.65,3,4,2,Yes,23.36,Yes
2430,25,Female,Divorced,Master,IT,Sales Executive,24,18,12438.31,5,4,9,Yes,40.91,No
2431,52,Female,Married,Master,Sales,Developer,1,18,9790.57,5,5,1,No,12.81,No
2432,42,Female,Married,PhD,IT,Technician,18,17,14746.25,2,1,1,Yes,16.73,Yes
2433,53,Male,Single,PhD,HR,Developer,23,3,16428.65,3,4,3,Yes,46.55,No
2434,35,Male,Single,Bachelor,R&D,Manager,39,10,9402.32,5,3,2,No,20.47,Yes
2435,49,Female,Single,PhD,Sales,Manager,27,15,2947.2,4,3,7,Yes,49.79,Yes
2436,46,Female,Divorced,Bachelor,R&D,Developer,6,9,6543.42,2,5,0,No,22.43,No
2437,49,Female,Married,PhD,HR,Sales Executive,28,12,16789.17,3,4,5,No,21.71,Yes
2438,36,Female,Divorced,PhD,IT,Technician,23,16,12083.66,3,5,5,No,30.08,Yes
2439,43,Female,Divorced,PhD,Sales,Manager,34,15,17863.11,2,3,4,Yes,42.49,Yes
2440,27,Female,Single,High School,HR,Developer,25,2,8871.54,1,1,9,No,36.24,Yes
2441,23,Male,Married,High School,HR,Manager,11,19,7669.38,5,4,7,No,38.32,No
2442,27,Male,Divorced,Bachelor,R&D,Technician,1,7,2025.58,5,5,0,No,48.87,No
2443,44,Male,Divorced,PhD,Sales,Analyst,38,9,5243.75,2,1,4,Yes,40.02,No
2444,47,Male,Divorced,High School,R&D,Analyst,10,14,8032.88,3,5,3,No,23.89,Yes
2445,32,Female,Divorced,PhD,R&D,Sales Executive,9,2,3430.16,1,1,7,Yes,33.18,No
2446,22,Female,Single,Bachelor,HR,Sales Executive,26,10,12882.77,4,1,9,No,41.69,Yes
2447,49,Male,Divorced,PhD,R&D,Analyst,10,7,19814.88,3,5,1,No,9.3,Yes
2448,43,Male,Single,PhD,IT,Technician,18,8,3047.79,5,3,9,No,18.03,No
2449,62,Female,Married,High School,IT,Developer,9,6,9053.77,2,5,6,Yes,30.63,Yes
2450,34,Male,Divorced,PhD,HR,Developer,26,6,9201.49,1,2,1,Yes,19.62,No
2451,62,Male,Single,High School,R&D,Technician,9,19,3256.95,5,4,7,Yes,3.65,No
2452,57,Female,Single,Master,IT,Developer,36,15,5338.16,5,3,4,No,47.08,No
2453,43,Male,Divorced,High School,Finance,Sales Executive,15,13,10151.21,3,3,1,No,27.45,No
2454,25,Female,Single,Master,Finance,Developer,24,10,19200.21,2,5,0,Yes,32.1,Yes
2455,62,Male,Divorced,High School,R&D,Developer,2,13,12263.19,1,4,8,No,36.25,Yes
2456,39,Female,Single,Master,HR,Sales Executive,4,1,3797.18,3,2,1,No,2.78,No
2457,59,Female,Single,High School,IT,Manager,38,18,15359.11,4,5,0,Yes,9.91,No
2458,38,Female,Married,PhD,Sales,Analyst,31,16,17431.19,5,4,6,No,45.27,Yes
2459,46,Male,Divorced,High School,Sales,Developer,20,6,16547.2,3,5,5,No,39.57,No
2460,38,Male,Married,Master,IT,Analyst,39,2,16730.0,5,4,7,No,4.24,No
2461,50,Male,Single,Master,R&D,Analyst,26,10,16611.57,3,3,9,Yes,39.6,Yes
2462,29,Male,Divorced,Bachelor,Finance,Technician,5,2,6010.46,2,5,2,No,45.09,No
2463,50,Female,Married,PhD,Finance,Technician,4,3,12694.9,1,2,2,No,9.19,No
2464,36,Male,Divorced,PhD,IT,Technician,22,19,4927.18,2,4,5,Yes,4.07,Yes
2465,62,Female,Divorced,Bachelor,Finance,Manager,6,4,7910.53,5,2,5,Yes,43.29,Yes
2466,54,Male,Married,Master,IT,Manager,37,9,9510.93,5,2,2,Yes,30.44,Yes
2467,31,Female,Married,High School,HR,Analyst,31,11,9774.67,3,5,5,Yes,49.51,No
2468,58,Female,Married,Bachelor,Finance,Analyst,5,18,9881.86,3,4,0,Yes,35.56,No
2469,32,Female,Single,Bachelor,R&D,Analyst,7,18,16103.21,3,1,0,Yes,26.04,Yes
2470,56,Male,Married,Bachelor,Finance,Analyst,5,15,13163.32,5,2,4,No,13.03,No
2471,55,Male,Married,Bachelor,IT,Sales Executive,4,14,13552.03,1,4,3,No,35.29,No
2472,53,Female,Single,Bachelor,Sales,Analyst,27,13,15835.89,4,3,1,Yes,4.77,Yes
2473,43,Male,Married,Master,Finance,Technician,9,14,5724.4,4,2,2,Yes,21.37,No
2474,25,Female,Divorced,Bachelor,IT,Analyst,37,7,10359.66,4,2,0,No,17.99,No
2475,23,Male,Divorced,Master,Finance,Technician,2,9,17393.3,4,2,5,No,30.54,No
2476,54,Male,Divorced,Master,Finance,Technician,19,17,14702.66,2,3,9,No,11.88,Yes
2477,30,Male,Single,High School,Finance,Analyst,39,5,17841.71,1,3,4,Yes,8.98,Yes
2478,56,Male,Married,Bachelor,Sales,Analyst,17,5,10158.0,4,5,9,No,8.33,Yes
2479,59,Female,Divorced,Bachelor,IT,Developer,17,9,15785.83,1,1,5,No,16.22,No
2480,52,Male,Single,High School,HR,Technician,24,11,6787.74,1,5,5,No,43.31,No
2481,35,Male,Single,PhD,R&D,Analyst,13,6,17620.22,4,1,1,No,20.46,Yes
2482,52,Male,Single,PhD,Sales,Analyst,28,16,7340.3,2,2,7,No,44.67,Yes
2483,54,Female,Single,Bachelor,R&D,Developer,14,8,8130.79,3,4,5,Yes,37.62,Yes
2484,37,Female,Single,PhD,R&D,Sales Executive,23,14,14917.96,3,2,1,Yes,36.06,Yes
2485,41,Female,Divorced,Bachelor,HR,Technician,23,6,15459.66,2,3,0,Yes,38.63,No
2486,35,Female,Single,PhD,Finance,Technician,10,6,2946.84,5,1,8,Yes,25.69,Yes
2487,56,Female,Married,Master,HR,Developer,38,14,4703.08,4,2,3,No,14.18,No
2488,54,Female,Divorced,PhD,R&D,Sales Executive,17,8,6494.81,5,1,9,Yes,9.75,No
2489,50,Male,Single,PhD,Sales,Manager,27,1,19997.59,1,5,7,No,25.35,No
2490,29,Female,Divorced,Master,R&D,Developer,11,13,16804.01,3,3,1,Yes,19.4,No
2491,55,Female,Divorced,High School,R&D,Analyst,19,4,14870.85,5,3,8,No,33.23,Yes
2492,35,Male,Married,Master,HR,Analyst,27,15,19341.87,1,4,7,No,18.11,Yes
2493,35,Male,Single,PhD,IT,Analyst,36,17,14369.5,1,2,1,No,3.8,No
2494,36,Male,Married,Bachelor,R&D,Manager,16,18,14449.6,2,3,8,Yes,19.58,Yes
2495,63,Male,Single,Bachelor,IT,Analyst,23,17,18167.22,1,4,7,Yes,44.34,Yes
2496,41,Female,Single,PhD,Finance,Manager,33,11,7435.22,5,3,1,No,35.61,No
2497,49,Female,Divorced,High School,R&D,Developer,22,12,2031.65,1,5,5,Yes,19.91,Yes
2498,25,Female,Single,Bachelor,HR,Manager,14,3,14869.04,4,2,4,No,11.31,No
2499,28,Female,Divorced,High School,Finance,Analyst,13,15,4810.04,2,2,1,Yes,28.74,Yes
2500,23,Male,Married,Bachelor,Sales,Technician,22,6,7170.32,4,1,7,Yes,46.83,Yes
2501,30,Female,Single,High School,R&D,Analyst,7,5,16805.08,5,4,0,No,29.43,Yes
2502,44,Female,Single,Bachelor,HR,Manager,38,8,16002.47,1,5,7,Yes,44.58,Yes
2503,57,Male,Married,Bachelor,R&D,Manager,1,10,10545.93,5,1,5,No,35.58,No
2504,33,Male,Married,Bachelor,HR,Sales Executive,33,3,3878.07,1,5,8,Yes,6.89,Yes
2505,44,Male,Divorced,Bachelor,HR,Sales Executive,22,12,7369.58,1,1,5,Yes,35.44,Yes
2506,52,Female,Married,PhD,IT,Sales Executive,23,12,10559.51,1,1,0,No,30.7,No
2507,63,Female,Single,Bachelor,R&D,Analyst,15,10,15827.22,2,2,9,Yes,18.66,No
2508,32,Male,Divorced,High School,HR,Manager,15,19,19724.83,5,5,4,No,47.72,No
2509,22,Male,Married,High School,HR,Sales Executive,31,17,13260.49,2,4,6,No,17.16,No
2510,34,Female,Single,Master,Finance,Technician,28,14,2960.52,1,4,3,No,5.13,No
2511,60,Female,Single,High School,R&D,Developer,3,7,5980.37,2,1,3,Yes,13.13,No
2512,50,Male,Single,Bachelor,Finance,Developer,25,19,6671.64,2,1,2,No,22.38,Yes
2513,27,Female,Married,High School,IT,Sales Executive,33,11,13419.86,3,5,7,No,44.6,No
2514,52,Female,Divorced,Bachelor,IT,Sales Executive,33,18,2331.65,2,2,4,No,2.41,No
2515,30,Female,Married,Bachelor,HR,Sales Executive,23,7,11118.05,5,2,5,No,40.07,Yes
2516,39,Male,Divorced,Master,HR,Developer,28,17,19922.95,4,5,2,No,14.56,Yes
2517,24,Male,Married,PhD,HR,Sales Executive,16,1,15836.18,5,5,0,No,30.52,Yes
2518,53,Male,Single,High School,R&D,Technician,37,9,15848.67,5,2,7,No,19.55,Yes
2519,24,Male,Married,High School,R&D,Technician,5,7,15416.92,4,1,7,Yes,13.93,No
2520,51,Male,Divorced,Bachelor,Sales,Technician,11,14,14301.16,2,2,6,No,25.86,No
2521,27,Female,Married,High School,HR,Technician,12,16,7370.61,4,3,6,Yes,19.35,No
2522,48,Male,Divorced,High School,Finance,Manager,21,3,16092.32,4,3,3,Yes,20.27,No
2523,23,Female,Married,PhD,Sales,Sales Executive,18,16,13625.95,5,5,9,No,8.89,Yes
2524,41,Female,Divorced,High School,R&D,Analyst,14,13,6120.26,5,3,5,Yes,7.97,Yes
2525,38,Male,Single,Bachelor,R&D,Manager,33,18,19622.0,3,4,5,No,13.8,No
2526,54,Male,Single,PhD,HR,Analyst,21,9,19721.44,1,3,7,No,29.83,Yes
2527,38,Male,Divorced,High School,Finance,Analyst,26,5,8730.42,2,2,0,No,12.42,Yes
2528,58,Male,Single,Bachelor,Finance,Manager,25,13,15557.3,4,3,5,Yes,38.89,Yes
2529,50,Male,Divorced,Bachelor,IT,Sales Executive,25,17,14264.61,5,1,1,Yes,40.92,Yes
2530,30,Female,Divorced,High School,HR,Manager,35,15,12510.39,5,5,4,No,8.91,No
2531,25,Male,Single,PhD,R&D,Developer,20,15,5255.34,2,1,8,No,48.83,No
2532,61,Female,Married,Master,HR,Technician,2,6,10421.25,3,3,0,Yes,14.05,Yes
2533,34,Male,Divorced,Bachelor,HR,Manager,12,18,15138.77,5,1,5,Yes,4.57,No
2534,27,Male,Married,High School,IT,Manager,32,16,19790.09,4,4,8,Yes,22.48,Yes
2535,30,Female,Married,Master,IT,Developer,33,9,13045.08,2,1,4,No,9.9,Yes
2536,47,Male,Single,Bachelor,Sales,Technician,31,3,15539.35,4,4,4,Yes,39.44,No
2537,60,Male,Divorced,PhD,HR,Analyst,33,5,18450.05,1,2,2,No,6.63,Yes
2538,62,Female,Married,Master,R&D,Developer,20,7,13048.07,5,1,1,Yes,24.7,No
2539,63,Male,Married,High School,IT,Sales Executive,37,13,15761.37,2,3,6,No,5.1,No
2540,35,Male,Single,Master,Sales,Manager,37,2,10245.12,5,2,2,Yes,45.04,Yes
2541,55,Male,Single,Master,Sales,Manager,14,11,7254.05,1,5,2,Yes,16.12,No
2542,25,Male,Married,Bachelor,Sales,Developer,36,1,10874.71,2,5,1,No,31.22,Yes
2543,42,Male,Married,Bachelor,R&D,Manager,12,5,3601.27,4,3,3,No,36.74,Yes
2544,52,Female,Single,High School,IT,Technician,26,4,18739.95,4,4,7,Yes,2.57,No
2545,64,Female,Single,PhD,Finance,Technician,34,15,7587.72,1,1,3,Yes,19.69,No
2546,42,Male,Single,Bachelor,R&D,Developer,6,10,10298.59,5,5,3,Yes,14.88,Yes
2547,64,Female,Divorced,Master,HR,Developer,13,4,13760.82,2,1,9,Yes,27.76,Yes
2548,50,Female,Single,Master,Finance,Developer,22,7,11080.9,4,2,9,Yes,38.78,Yes
2549,45,Male,Single,High School,R&D,Sales Executive,35,5,7090.04,4,1,5,No,7.4,Yes
2550,37,Male,Single,Bachelor,IT,Manager,19,15,19717.25,5,5,8,Yes,24.28,Yes
2551,30,Female,Divorced,PhD,Sales,Analyst,37,5,17269.29,1,4,2,Yes,7.39,Yes
2552,42,Female,Divorced,Bachelor,R&D,Analyst,23,13,3850.18,1,5,6,Yes,39.71,No
2553,23,Female,Single,High School,HR,Analyst,32,6,8613.0,1,3,3,Yes,39.47,Yes
2554,23,Male,Single,PhD,HR,Developer,11,16,5497.27,4,5,6,Yes,17.21,Yes
2555,58,Female,Divorced,Bachelor,HR,Sales Executive,4,9,10616.1,4,1,3,No,17.07,No
2556,58,Female,Divorced,Master,Finance,Sales Executive,12,6,5758.33,4,1,5,Yes,30.36,No
2557,26,Female,Married,High School,Sales,Analyst,39,8,7620.92,4,4,2,No,49.87,No
2558,27,Male,Divorced,PhD,R&D,Analyst,30,4,11376.17,4,5,3,No,49.05,No
2559,29,Female,Divorced,PhD,Finance,Sales Executive,10,9,4593.53,4,2,4,No,16.47,Yes
2560,53,Male,Single,Bachelor,R&D,Developer,24,11,17497.01,3,2,6,No,41.65,Yes
2561,58,Male,Single,PhD,IT,Developer,23,11,8527.71,2,2,0,No,16.46,No
2562,34,Male,Single,Master,IT,Analyst,1,16,18457.4,1,3,7,No,26.06,Yes
2563,24,Female,Divorced,PhD,R&D,Technician,4,9,2541.62,2,2,5,Yes,2.55,No
2564,30,Male,Married,High School,Finance,Developer,28,1,15890.61,5,3,7,No,47.08,No
2565,25,Male,Single,Master,HR,Technician,3,1,17569.12,1,2,7,Yes,37.0,Yes
2566,49,Female,Married,Master,Finance,Manager,2,7,19722.26,1,4,8,Yes,43.4,No
2567,61,Male,Married,Bachelor,Finance,Developer,6,3,4373.66,4,5,3,Yes,28.34,Yes
2568,37,Male,Divorced,Master,R&D,Technician,17,7,9807.48,4,3,2,Yes,4.21,Yes
2569,32,Male,Divorced,PhD,Finance,Manager,37,1,15685.56,5,1,0,Yes,22.52,Yes
2570,40,Male,Single,PhD,IT,Manager,23,1,11244.06,2,3,8,Yes,19.0,No
2571,63,Male,Divorced,Bachelor,R&D,Analyst,21,7,16774.23,2,5,1,No,26.25,Yes
2572,43,Male,Married,PhD,R&D,Technician,31,4,19710.26,2,3,8,Yes,11.3,No
2573,60,Female,Divorced,PhD,R&D,Analyst,12,18,15619.63,5,3,9,No,23.13,Yes
2574,33,Female,Divorced,Master,Finance,Manager,29,5,15359.4,3,5,7,No,2.44,No
2575,51,Male,Married,Bachelor,Sales,Developer,13,14,12222.12,2,2,8,No,8.31,Yes
2576,61,Male,Divorced,Bachelor,HR,Developer,26,15,10336.91,1,5,1,Yes,43.7,Yes
2577,63,Female,Divorced,PhD,HR,Developer,33,18,17030.41,1,4,6,Yes,19.52,Yes
2578,26,Female,Single,PhD,IT,Technician,34,4,6191.79,4,2,6,Yes,22.02,Yes
2579,58,Male,Married,High School,R&D,Sales Executive,20,2,17506.13,4,3,2,No,18.5,No
2580,53,Male,Divorced,Bachelor,HR,Analyst,10,11,17072.37,2,5,3,Yes,31.41,Yes
2581,55,Male,Married,Master,Finance,Sales Executive,1,15,15269.38,2,4,9,Yes,1.24,Yes
2582,33,Female,Divorced,PhD,Finance,Sales Executive,29,6,14525.92,4,4,8,Yes,47.47,No
2583,64,Female,Single,High School,Finance,Manager,22,5,2145.47,1,1,0,No,28.16,No
2584,23,Female,Divorced,High School,IT,Analyst,1,11,19827.55,5,4,2,Yes,19.67,No
2585,28,Male,Divorced,Master,R&D,Manager,8,10,9054.42,5,1,6,Yes,43.3,Yes
2586,53,Female,Married,PhD,HR,Sales Executive,9,13,8836.83,5,4,1,Yes,25.33,Yes
2587,61,Male,Divorced,Master,R&D,Manager,23,16,19790.71,2,5,2,Yes,5.55,No
2588,56,Male,Married,PhD,R&D,Manager,20,10,6354.0,5,3,3,Yes,45.73,No
2589,27,Male,Single,High School,Finance,Technician,34,6,19156.37,3,2,0,Yes,19.94,Yes
2590,43,Female,Married,PhD,HR,Analyst,16,2,8933.45,2,4,8,No,29.02,Yes
2591,46,Female,Divorced,High School,IT,Analyst,22,1,3767.33,3,4,8,Yes,47.28,No
2592,34,Male,Married,Bachelor,R&D,Sales Executive,23,5,11415.31,2,1,2,Yes,15.46,No
2593,44,Male,Single,High School,Sales,Developer,1,11,14712.14,2,3,4,No,9.72,No
2594,30,Male,Divorced,Master,Finance,Manager,14,3,12962.96,5,5,1,Yes,43.4,No
2595,63,Female,Single,High School,Sales,Analyst,23,3,19139.07,2,5,7,No,26.58,No
2596,58,Female,Single,PhD,IT,Developer,38,10,8906.96,3,3,4,Yes,35.06,No
2597,58,Male,Divorced,Master,IT,Analyst,8,5,9956.08,1,5,1,No,6.42,Yes
2598,51,Male,Divorced,Master,IT,Sales Executive,32,3,6426.76,3,2,5,Yes,35.12,Yes
2599,41,Female,Married,Bachelor,IT,Manager,2,6,12401.12,4,5,5,No,29.13,No
2600,59,Male,Divorced,Bachelor,HR,Technician,13,10,18913.64,2,2,4,No,17.06,Yes
2601,37,Male,Married,Bachelor,Sales,Sales Executive,27,8,8221.06,3,4,5,Yes,42.63,Yes
2602,43,Female,Single,Master,Finance,Sales Executive,7,4,4069.26,5,5,7,Yes,23.57,No
2603,59,Female,Married,Master,Sales,Sales Executive,3,6,8590.18,4,5,4,Yes,21.03,No
2604,31,Female,Divorced,PhD,HR,Developer,21,13,17897.59,1,2,0,No,9.99,No
2605,41,Male,Married,Master,R&D,Sales Executive,8,19,18203.11,3,4,1,No,13.48,No
2606,62,Male,Divorced,Bachelor,IT,Technician,1,10,4195.3,3,4,8,No,14.39,Yes
2607,23,Female,Single,High School,R&D,Manager,17,12,15761.54,3,1,7,Yes,20.88,Yes
2608,24,Female,Married,PhD,IT,Analyst,26,12,4549.55,4,4,3,Yes,25.54,Yes
2609,63,Male,Married,PhD,Finance,Developer,29,6,17919.62,5,3,0,Yes,49.52,No
2610,29,Female,Married,High School,IT,Sales Executive,8,12,10553.68,4,1,7,Yes,27.71,No
2611,30,Female,Married,PhD,IT,Analyst,38,6,18177.79,5,4,0,Yes,23.89,Yes
2612,49,Female,Single,Bachelor,R&D,Sales Executive,8,3,3340.94,5,2,8,No,32.35,Yes
2613,42,Male,Divorced,Bachelor,R&D,Manager,8,16,3375.13,1,3,9,No,38.02,No
2614,54,Female,Married,PhD,R&D,Technician,25,16,18836.02,2,1,8,Yes,48.99,Yes
2615,55,Male,Single,PhD,HR,Technician,27,1,15902.15,2,5,4,Yes,49.91,No
2616,25,Female,Divorced,PhD,IT,Developer,22,2,4619.67,3,2,2,Yes,43.18,No
2617,46,Male,Single,Master,R&D,Analyst,3,11,18028.88,2,3,0,No,3.08,Yes
2618,53,Male,Married,Master,HR,Analyst,38,3,17368.13,3,2,1,No,3.05,Yes
